Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer provided,min_salary,max_salary,avg_salary,company_txt,job_state,job&hq_same_state,company_age,python,matlab,cpp,sql,java,dsp,power,ML,entry_lvl,senior_lvl
Resident Service Engineer (RSE),$20K-$21K (Glassdoor est.),"Resident Services Engineer

We are looking for a highly skilled Field Service Engineer in the Memphis, TN, area. This Engineer will travel to one of our Key Customer's locations to install, maintain and support Packsize equipment as well as build and maintain customer relationships by effectively servicing the equipment. This individual must understand the needs of the customer, work proactively and efficiently to meet those needs, and provides 5-Star customer service by proactively visiting or calling the customer to ensure they are fully satisfied with the Packsize equipment, process flow, packaging designs, and service.

Primary Responsibilities

• 100% Travel

• Completes and successfully pass training courses

• Develops knowledge of Packaging Designs
• Learns and develops the customer support and technical skills necessary to perform high quality maintenance
• Performs preventive maintenance on machines, equipment and accessories

• Performs installation of new equipment and train Customer Personnel

• Learns and completes basic administration duties (assigned tasks, emails, etc.)
• Exposed to moving parts and electricity that require safety protocols
• Exposure to varied travel conditions either driving or flying

• Excellent work ethic and time management skills needed

• Must be accessible via telephone, and promptly return email and phone messages
• Travel by vehicle or airplane within assigned geography, overnight travel may be required

Essential Job Requirements

• Excellent Customer Service skills

• Basic Excel, Word skills

• Knowledge of Windows platforms

• Advanced mechanical skills

• Advanced troubleshooting skills to resolve equipment issues utilizing drawings, operational characteristics, and technical documentation

• Ability to learn troubleshooting and problem-solving procedures
• Able and willing to lift up to 50 lbs
• Ability to walk, climb, stand, carry materials, stoop, kneel, bend at waist
• Must be able to climb a ladder

• Exhibit mature, independent judgment with little or no direct supervision
• Effectively communicate through written and verbal reports to customer and direct supervision regarding worksite status

Associate degree or Vocational technical training is strongly desired, Bachelors in related area preferred

• Good mechanical and troubleshooting skills

• Clean driving record with a valid drivers license

Job Summary

Packsize is a disruptive, fast-growth pioneer in the On Demand Packaging space. We are ferociously focused on Sustainability, Saving Forests, and lowering the Carbon Footprint of our Client Partners. Imagine a world where every box shipped downstream in a supply chain is exactly the right size for the product inside it. We arm our customers with the technology to do exactly that. As leaders in the technology space, we serve as a critical ally to companies looking to right size their packaging.

Salary and Benefits

Packsize offers a competitive benefits package including paid time off, Medical, Dental, Vision, Short Term/Long Term Disability, Life, and 401(k) matching.

Packsize is an Equal Opportunity employer and is committed to diversity in its workforce. In compliance with applicable federal and state laws, Packsize policy of equal employment opportunity prohibits discrimination on the basis of race or ethnicity, religion, color, national origin, sex, age, sexual orientation, gender identity/expression, veterans status, status as a qualified person with a disability, or genetic information. Individuals from historically underrepresented groups, such as minorities, women, qualified persons with disabilities, and protected veterans are strongly encouraged to apply. Reasonable accommodations in the application process will be provided to qualified individuals with disabilities.

About Packsize

Founded in 2002 and headquartered in Salt Lake City, UT, Packsize is the worlds leading provider of lean packaging systems for businesses with complex corrugated packaging needs. Recognized by Inc. 5000, ranked by Deloittes Technology Fast 500, and listed by Forbes as One of Americas Most Promising Companies, Packsize delivers an alternative to the existing corrugated supply chain with On Demand Packaging®.",3.3,"Packsize
3.3","Memphis, TN","Salt Lake City, UT",201 to 500 employees,2002,Company - Private,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD),-1,0,0,20.0,21.0,20.5,"Packsize
", TN,0,18,0,0,0,0,0,0,0,0,0,0
Camera Software Tools Engineer,$129K-$155K (Glassdoor est.),"Job Id
E1981299
Job Title Camera Software Tools Engineer

Post Date 04/07/2020

Company
Qualcomm Technologies, Inc.

Job Area Engineering - Software

Location California - San Diego

Job Overview Qualcomm is a company of inventors that unlocked 5G ushering in an age of rapid acceleration in connectivity and new possibilities that will transform industries, create jobs, and enrich lives. But this is just the beginning. It takes inventive minds with diverse skills, backgrounds, and cultures to transform 5Gs potential into world-changing technologies and products. This is the Invention Age - and this is where you come in.

Job overview:
The camera software team is looking for talented software engineers experienced in development of software for camera tuning tools. The tool will used by customer to tune image quality of camera in their devices.
Responsibilities will include the design and development of new features, support for new hardware, debugging of issues within the software, optimizing software for performance, development of unit tests and working with our partners and OEMs.
All Qualcomm employees are expected to actively support diversity on their teams, and in the Company.
Minimum Qualifications Bachelor's degree in Engineering, Information Systems, Computer Science, or related field.
1+ years experience with Programming Language such as C, C++, Java, Python, etc.
"" id=""hdnMinimumQualifications"">
Bachelor's degree in Engineering, Information Systems, Computer Science, or related field.
1+ years experience with Programming Language such as C, C++, Java, Python, etc.
Preferred Qualifications Software development for windows or mobile platforms
Programming skills in C, C++ and C#.NET
Object Oriented Programming
Multi-threaded programming experience

Additional Preferences:
Experienced on windows application development using c# and WPF
Experienced in generating and parsing XML
Experienced in Matlab programming
Experienced in development multimedia systems including camera, video, display and graphics
Scripting skills in Python or Perl
Knowledge of photography and image processing
Knowledge on Windows and/or Android OS Internals & Driver Framework
Interest and experience with camera components such as 3A, ISP and camera sensors
Demonstrated self-driven engineer willing to take initiative and operate with minimum guidance
Demonstrated abilities to design extensible software to support evolving requirements
Ability to learn quickly, work hard and have fun.

"" id=""hdnPreferredQualifications"">Educational or industry experience in the following areas strongly preferred:
Software development for windows or mobile platforms
Programming skills in C, C++ and C#.NET
Object Oriented Programming
Multi-threaded programming experience

Additional Preferences:
Experienced on windows application development using c# and WPF
Experienced in generating and parsing XML
Experienced in Matlab programming
Experienced in development multimedia systems including camera, video, display and graphics
Scripting skills in Python or Perl
Knowledge of photography and image processing
Knowledge on Windows and/or Android OS Internals & Driver Framework
Interest and experience with camera components such as 3A, ISP and camera sensors
Demonstrated self-driven engineer willing to take initiative and operate with minimum guidance
Demonstrated abilities to design extensible software to support evolving requirements
Ability to learn quickly, work hard and have fun.

Education Requirements Preferred: Master's degree in Computer Engineering and/or Computer Science and/or Electrical Engineering"" id=""hdnEducationalRequirements"">Required: Bachelor's degree in Computer Engineering and/or Computer Science and/or Electrical Engineering
Preferred: Master's degree in Computer Engineering and/or Computer Science and/or Electrical Engineering",3.9,"Qualcomm
3.9","San Diego, CA","San Diego, CA",10000+ employees,1985,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Intel Corporation, MediaTek, Broadcom",0,0,129.0,155.0,142.0,"Qualcomm
", CA,1,35,1,1,1,0,1,0,0,0,0,0
Field Service Engineer,$54K-$57K (Glassdoor est.),"Hosokawa provides size reduction systems and powder processing solutions for chemical, pharmaceutical, food, mineral, plastics and cosmetic applications. Throughout our history, we have led the industry in coarse to ultra-fine grinding, classification, mixing, drying, containment, compaction and analytical equipment.
Job Description:
Handle all types of field service and quality related problems associated with Hosokawa’s equipment. Field activity may include installation supervision, equipment commissioning, process troubleshooting, and training customers and field sales force.
Interact with all departments within Hosokawa to include Production, Engineering, Finance and Sales.
Assist Parts Sales personnel by collaborating on technical inquiries or working directly on inquiries by utilizing company resources.
Travel as necessary (including occasional international travel)
Experience:
5+ years of mechanical service work
Skills:
Mechanical and process related troubleshooting skills
Proficient with MS Suite products
Willingness to travel internationally as needed
Ability to work independently and be resourceful
Ability to communicate on a technical level with internal & field sales personnel as well as Hosokawa’s customers.
Education:
Technical school or equivalent experience required
Engineering Associates (Bachelor’s degree preferred)",3.6,"Hosokawa Micron Powder Systems
3.6","Summit, NJ","Summit, NJ",51 to 200 employees,-1,Company - Public,Miscellaneous Manufacturing,Manufacturing,$25 to $50 million (USD),-1,0,0,54.0,57.0,55.5,"Hosokawa Micron Powder Systems
", NJ,1,-1,0,0,0,0,0,0,0,0,0,0
Electrical Systems Engineer II,$73K-$76K (Glassdoor est.),"Overview


Have you ever wanted to be part of something that truly matters?

Do you have a desire to help our Military?

Are you someone who takes pride in their work?

At General Dynamics Electric Boat - We deliver the advantage that protects Our Sailors, Our Families, and Our Freedom!

Applying for a position with General Dynamics Electric Boat means you are a purpose driven collaborator that will be devoted to our mission of providing the United States Navy with the most superior nuclear submarines in the world. We consider all highly motivated applicants that strive to reach their fullest potential. Joining our team means you become part of a 100 year legacy of dedicated Americans that have left their mark on the continued freedom of this great country. We welcome you the opportunity to leave yours!

General Dynamics Ethos & Corporate Responsibility
Commitment to Ethics
Commitment to Employees
Supporting Service Members
Supporting Communities
Environmental Responsibility
Job Description


The outboard electrical systems engineering group is responsible for active and passive cathodic protection systems, the ship’s degaussing system, and the main propulsion shaft grounding system. The group’s primary role is to serve as the lead engineering design agent for VIRGINIA class design projects. The group also has considerable involvement with various NAVSEA program offices to support submarine design and manufacturing. Engineers in this group are involved with various portions of the entire submarine design life cycle: from new technology development, to research and development and prototyping, to design integration, and fleet support.

The core competencies within the group include electronics design, electric and magnetic fields analysis, active and passive cathodic protection design, outboard cable design, corrosion related technologies, vendor subcontractor management, project management, engineering specification development, and application of systems engineering principles. The group is also requested to provide sea trial rider support during NAVY underwater electro-magnetic (UEM) sea trials. Some travel may be required.

Education/ Experience


Required
BS in Electrical, Materials, or Ocean Engineering
2-3 years of relevant experience
Preferred
Familiarity with design and troubleshooting of electronics and electrical systems
Ability to read electrical and mechanical drawings and schematics
Familiarity with operation of AC/DC conversion and microcontroller based circuitry
Knowledge of electromagnetic phenomena
Knowledge of electrochemistry relating to corrosion and cathodic protection
Ability to perform on site support and troubleshooting
Experience working in cross-functional teams, multitasking, and task ownership
Familiarity with MS Project
Subcontractor Management
Skills
Organization skills to develop and maintain long term task plans
Demonstrated ability to work independently
Strong verbal and written communication skills
Technical ability to convey and work complex, multi-faceted tasks
Proficiency in MS Word, MS PowerPoint, and MS Exce",2.8,"General Dynamics Electric Boat
2.8","New London, CT","Groton, CT",10000+ employees,1899,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),"Newport News Shipbuilding, Huntington Ingalls Industries",0,0,73.0,76.0,74.5,"General Dynamics Electric Boat
", CT,0,121,0,0,0,0,0,0,1,0,0,0
Camera Systems Engineer,$94K-$127K (Glassdoor est.),"Job Id
E1980522
Job Title Camera Systems Engineer

Post Date 02/24/2020

Company
Qualcomm Technologies, Inc.

Job Area Engineering - Systems

Location California - San Diego

Job Overview The Qualcomm Camera Team is seeking a passionate software systems engineer with focus in machine learning technologies to join the team in San Diego. The camera team creates embedded imaging solutions for Snapdragon chipsets that power modern mobile devices. Our solutions leverage dedicated hardware, multi-core processors, DSP, and GPU to deliver exceptional pictures, videos, and computer vision capabilities. Responsibilities for the position include the following:
Build software that runs cutting-edge machine learning algorithms for pictures and camera processing on embedded platforms
Adapt and optimize codes for run-time, memory footprint, data traffic, power
Propose system and algorithmic design changes to improve machine learning inference speed
Prototype ideas for proof of concept and demonstration purposes
Create tools to manage and process data, run calibration, and enable deployment of solutions at scale
Commercialize machine learning solutions, including software management and troubleshooting on target platforms
All Qualcomm employees are expected to actively support diversity on their teams, and in the Company.
All Qualcomm employees are expected to actively support diversity on their teams, and in the Company.
Minimum Qualifications Bachelor's degree in Engineering, Information Systems, Computer Science, or related field.
Preferred Qualifications 2+ years of embedded software experience in cameras and imaging:
Machine learning project experience
Camera and ISP software stack development
Optimization of algorithms on and across CPU, GPU, DSP
Android programming
Digital image processing
C, C++, Python


Education Requirements "" id=""hdnEducationalRequirements"">Required: Bachelor's, Computer Engineering and/or Computer Science and/or Electrical Engineering Preferred: Master's, Computer Engineering and/or Computer Science and/or Electrical Engineering",3.9,"Qualcomm
3.9","San Diego, CA","San Diego, CA",10000+ employees,1985,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Intel Corporation, MediaTek, Broadcom",0,0,94.0,127.0,110.5,"Qualcomm
", CA,1,35,1,0,1,0,0,0,1,1,0,0
Field Service Engineer,$53K-$65K (Glassdoor est.),"Field Service Engineer

We are looking for a highly skilled Field Service Engineer in the Harrisburg, PA area who will travel to customer locations to install, maintain and support Packsize equipment as well as build and maintain customer relationships by effectively servicing the equipment. This individual must understand the needs of the customer, work proactively and efficiently to meet those needs, and provides 5-Star customer service by proactively visiting or calling customers to ensure they are fully satisfied with the Packsize equipment, process flow, packaging designs, and service.

Primary Responsibilities

• Completes and successfully pass training courses
• Develops knowledge of Packaging Designs
• Learns and develops the customer support and technical skills necessary to perform high quality maintenance
• Performs preventive maintenance on machines, equipment and accessories

• Performs installation of new equipment and train Customer Personnel
• Learns and completes basic administration duties (assigned tasks, emails, etc.)
• Exposed to moving parts and electricity that require safety protocols
• Exposure to varied travel conditions either driving or flying

• Excellent work ethic and time management skills needed

• Responsible for Hotline duties occasionally

• Must be accessible via telephone, and promptly return email and phone messages
• Travel by vehicle or airplane within assigned geography, overnight travel may be required

Essential Job Requirements

• Excellent Customer Service skills

• Basic Excel, Word skills

• Knowledge of Windows platforms

• Advanced mechanical skills

• Advanced troubleshooting skills to resolve equipment issues utilizing drawings, operational characteristics, and technical documentation

• Ability to learn troubleshooting and problem-solving procedures
• Able and willing to lift up to 50 lbs
• Ability to walk, climb, stand, carry materials, stoop, kneel, bend at waist
• Must be able to climb a ladder

• Exhibit mature, independent judgment with little or no direct supervision
• Effectively communicate through written and verbal reports to customer and direct supervision regarding worksite status

Qualifications

• Associate's Degree or Vocational technical training is strongly desired, Bachelors in related area preferred

• Good mechanical and troubleshooting skills

• Clean driving record with a valid drivers license

Job Summary

Packsize is a disruptive, fast-growth pioneer in the On Demand Packaging space. We are ferociously focused on Sustainability, Saving Forests, and lowering the Carbon Footprint of our Client Partners. Imagine a world where every box shipped downstream in a supply chain is exactly the right size for the product inside it. We arm our customers with the technology to do exactly that. As leaders in the technology space, we serve as a critical ally to companies looking to right size their packaging.

Salary and Benefits

Packsize offers a competitive benefits package including paid time off, Medical, Dental, Vision, Short Term/Long Term Disability, Life, 401(k) matching, and a bonus program.

Packsize is an Equal Opportunity employer and is committed to diversity in its workforce. In compliance with applicable federal and state laws, Packsize policy of equal employment opportunity prohibits discrimination on the basis of race or ethnicity, religion, color, national origin, sex, age, sexual orientation, gender identity/expression, veterans status, status as a qualified person with a disability, or genetic information. Individuals from historically underrepresented groups, such as minorities, women, qualified persons with disabilities, and protected veterans are strongly encouraged to apply. Reasonable accommodations in the application process will be provided to qualified individuals with disabilities.",3.3,"Packsize
3.3","Harrisburg, PA","Salt Lake City, UT",201 to 500 employees,2002,Company - Private,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD),-1,0,0,53.0,65.0,59.0,"Packsize
", PA,0,18,0,0,0,0,0,0,0,0,0,0
Senior Simulation and Controls Engineer,$118K-$129K (Glassdoor est.),"Who we are


The Spaceship Company (TSC) is an affiliate of Virgin Galactic as a space-system manufacturing organization. Headquartered at Mojave Air and Space Port in Mojave, California, it is building and testing a fleet of WhiteKnightTwo carrier aircraft and SpaceShipTwo reusable spaceships that, together, form Virgin Galactic’s human spaceflight system. Like many Virgin companies across the world, its team of over 400 talented and dedicated engineers, technicians and professionals are drawn together by a willingness to disrupt and challenge the status quo and deliver innovative aerospace solutions to our customers’ needs. TSC’s extensive capabilities encompass preliminary vehicle design and analysis, manufacturing, ground testing, flight testing and post-delivery support.

Our Values

TSC and the greater Virgin Organization have a relaxed and informal culture that encourages individuality and innovation. You will be motivated, enterprising and enthusiastic. Company culture is such that you need to be able to “check your ego at the door”, be a self-starter and possess a sense of humility. You will work well under pressure and thrive on being given challenges and responsibility. You will communicate clearly and be confident and persuasive. You will have a high level of integrity and understand the need of complete confidentiality.

Who You Are

As a Simulation and Controls engineer you will be designing simulations and flight control laws for commercial space vehicles and future aircraft and space projects. You will be collaborating closely with the entire engineering team to build accurate models of the vehicle and subsystems. You will design control laws, participate in verification of the flight software and support flight test.

Your Mission
Model vehicle and sub-system dynamics in Matlab and Simulink, and perform system identification with flight test data
Collaborate with aerodynamics, vehicle design, system design, and avionics to meet vehicle dynamics and control requirements
Design and implement controllers and estimators for aircraft and space vehicle control
Build analysis and simulation toolsets for optimizing controller gains, predicting system performance, and assessing control system stability and robustness
Support GNC aspects of current SS2 project, future customer projects, and internal R&D
What you bring
Proficient designing and programming algorithms and simulations in C, C++, Matlab, and Simulink
Experienced with aircraft/spacecraft dynamics, Kalman filtering, classical control, and modern control techniques
Experienced with selection of actuators and sensors to meet control system requirements
Experience with refining models from test data using system identification
ITAR Requirements

To conform to U.S. Government space technology export regulations, applicant must be a U.S. citizen, lawful permanent resident of the U.S., protected individual as defined by ITAR (22 CFR §120.15) or eligible to obtain the required authorizations from the U.S. Department of State.

The Spaceship Company is an Equal Opportunity Employer; employment with The Spaceship Company is governed on the basis of merit, competence and qualifications and will not be influenced in any manner by race, color, religion, gender, national origin/ethnicity, veteran status, disability status, age, sexual orientation, marital status, mental or physical disability or any other legally protected status.",3.9,"The Spaceship Company
3.9","Mojave, CA","Mojave, CA",501 to 1000 employees,2005,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,-1,0,0,118.0,129.0,123.5,"The Spaceship Company
", CA,1,15,0,1,1,0,0,0,0,0,0,1
Controls Project Engineer,$74K-$91K (Glassdoor est.),"Company Overview


Dematic is a leading supplier of integrated automated technology, software and services to optimize the supply chain. Dematic employs over 7,000 skilled logistics professionals to serve its customers globally, with engineering centers and manufacturing facilities located around the world. Dematic is one brand under the KION Group of companies and has implemented more than 6,000 integrated systems for a customer base that includes small, medium and large companies doing business in a variety of market sectors. Headquartered in Atlanta, Georgia, Dematic is a member of KION Group, a global leader in industrial trucks, related services and supply chain solutions. Across more than 100 countries worldwide, the KION Group designs, builds and supports logistics solutions that optimize material and information flow within factories, warehouses and distribution centers. The company is the largest manufacturer of industrial trucks in Europe, the second-largest producer of forklifts globally and a leading provider of warehouse automation.

The Role


Why Join Us?

Have you ever ordered something online to get your package next day? Think about the advanced automated technologies that go into it. Do you want to become a part of this world class organization and work with highly complex mechanical solutions? Dematic is currently hiring an Electrical Controls Engineer in our Global Project Engineering group. If you have a passion for high engineering and want to see your solutions come alive, then join us today!

Job Description

Dematic has an immediate need for an Electrical Controls Engineer in our Global Project Engineering group at our New Berlin, Wisconsin office. The preferred candidate will have 5-8 years related experience, including planning, specification, leading and implementation of engineering design projects. This role would report into an Engineering Manager. You have the ability to provide superior customer service to a variety of industry verticals: food & beverage, apparel, e-commerce and more.

Job Family Responsibilities:Participates in the design of semi-complex systems that integrate hardware and software from a Controls perspective. Provides support in semi-complex material specification, schematic preparation and appropriate follow-up. Participates in recommending ideas related to productivity improvement, cost reduction and improvement in customer satisfaction. Key Responsibilities:Performs important areas of standard professional level controls work that typically requires processing and interpreting, more complex, less clearly-defined issues. This includes the application of industrial controls related to Material Handling equipment (automated cranes, conveyors, sortation, specialized Dematic equipment, etc.) Industrial controls includes the use of Programmable Logic Controllers (PLCs), Variable Frequency Drives (VFDs), Servo's, Graphics Panels, related drawing markups (schematics, wiring diagrams, etc.) and final documentation. These systems range from simple to complex, typically working in a team environment with other engineers. Areas of responsibility includes leading a Controls team on larger projects or working individually on a smaller project. Leading a Controls team includes overseeing and mentoring controls engineers on the daily activities throughout the lifecycle of a material handling project. All aspects of a project are included from order receipt, into design, ordering hardware, test, and field commissioning.

What We Are Looking For


Education:Typically a 4 year BSEE degree or equal in a related discipline is required. Knowledge and Experience:Demonstrates a good grasp of knowledge and principles of field of specialization and applies through successful completion of assignments. Successfully applies knowledge of fundamental concepts, practices, and procedures of particular area of specialization. Typically 8+ years of successful experience in related field and successful demonstration of Key Responsibilities and Knowledge as presented above.

Travel: Travel can range anywhere from 25% - 40% depending on the project and may include weekends and some holidays.Direction of Others:May provide general guidance or train lower level support staff. Key Working Relationships:Primarily intra-organizational contacts and some external contacts.",3.8,"Dematic
3.8","New Berlin, WI","Atlanta, GA",5001 to 10000 employees,1819,Subsidiary or Business Segment,Electrical & Electronic Manufacturing,Manufacturing,Unknown / Non-Applicable,"Intelligrated, Daifuku, Viastore Systems",0,0,74.0,91.0,82.5,"Dematic
", WI,0,201,0,0,0,0,0,0,0,0,0,0
Project Engineer (CEI),$70K-$76K (Glassdoor est.),"DRMP is a multi-discipline firm serving clients in the public, private and industrial sectors in the development of infrastructure for the community-at-large and has been in business since 1977. DRMP currently employs 500+ professionals in 17 office locations spread strategically across our service areas. Today, DRMP is ranked among Engineering News-Record’s “Top 500 Design Firms” in the United States and has received numerous awards locally and nationally for engineering achievements. As we continue to grow, we seek to add talented and motivated individuals to work on exciting projects while maximizing their personal growth potential. DRMP is where talent and a strong work ethic are rewarded by opportunity and advancement within the company.

DRMP Offers:
• Excellent compensation package
• Outstanding holiday and paid time-off programs
• 401(k) Plan and Match
• Competitive health and dental insurance premiums
• Variety of voluntary benefit options
• Company furnished life insurance
• Flexible spending account

Responsible for performing highly complex technical assignments in field surveying and construction layout, making, and checking engineering computations, inspecting construction work, and conducting field tests.

Primary responsibilities include (but not limited to) the following:
Making and checking engineering computations.
Inspecting construction work activities.
Preparation of project documentation.
Material sampling and testing.
Inspection; verification of quality control.
Coordinates and manages lower level inspection staff.
Responsible for preparation of the Final Estimate package.
Interprets plans and specifications for Contractor and discusses deviations from specified construction procedures to ensure compliance with regulations governing construction.
Requirements for position:
Must have an Engineering degree and registration in the State of Florida as a Professional Engineer (or if registered in another state, the ability to obtain registration in the State of Florida within six months).
Must have six (6) years of engineering experience.
FDOT Advanced MOT
Attend CTQP QC Manager Course and pass examination.
Complete the Critical Structures Construction Issues, Self-Study Course
Position requires minimum of 40 hours a week. (Salary)
KSA's:

Qualifications include the ability to communicate effectively in English (verbally and in writing); direct highly complex and specialized construction engineering administration and inspection program; plans and organizes the work of subordinate and staff members; develops and/or reviews policies, methods, practices, and procedures; and reviews programs for conformance with Department standards.",4.2,"DRMP
4.2","Tallahassee, FL","Orlando, FL",201 to 500 employees,1977,Company - Private,Architectural & Engineering Services,Business Services,$50 to $100 million (USD),-1,0,0,70.0,76.0,73.0,"DRMP
", FL,0,43,0,0,0,0,0,0,0,0,0,0
Senior Satcom Systems Engineer,$89K-$109K (Glassdoor est.),"EchoStar Corporation (NASDAQ: SATS) headquartered in Englewood, CO, with additional locations world-wide, is a premier global provider of satellite solutions and technology services. Together with its major subsidiaries—EchoStar Satellite Services and Hughes Network Systems— EchoStar offers employees the opportunity to explore the boundaries of what’s possible in the fields of engineering and the business functions transforming this engineering into revenue.

The SATCOM Systems Engineer designs and implements network solutions for DoD customer requirements. Drafts technical solutions for customer requirements and RFPs. Evaluates SATCOM components and integrates the same into proposed solutions. When called upon, provides support to the program team, as appropriate, through facilitation, information sharing, analysis and reviews. Works effectively with the customer, displays exceptional communication skills. Has experience working with US Government customers.

Responsibilities:
Designs customer solutions for specific customer and product requirements
Develops IP addressing plan for customer SATCOM network
Generates as-built engineering drawings and documentation
Specifies equipment, generates, and issues purchase requisitions for equipment and services
Develops and executes engineering activities to include transmission planning, link budget analysis, network design, budgetary pricing, network enhancements, and technical briefings
Generates and develops service acceptance test plans
Performs systems acceptance testing and service commissioning
Generates test reports
Makes recommendations, configures, controls, and implements Quality of Service (QoS) as directed by the Government customer
Travels (if required) and performs on-site equipment installation, integration and testing
Provides technical support to field operations personnel in resolving circuit problems/issues
Requirements:
A Bachelor's Degree in a Technical Field and 4 years relevant experience OR an Associate's degree and 8 years of relevant experience OR at least 12 years relevant experience with no degree. Relevant experience includes military experience on similar complex SATCOM equipment.
U.S. Citizen who must be able to obtain or possess a Top-Secret DOD clearance.
Travel approx. 10%
At least three years’ experience in network design
At least three years’ experience in the following:
IP network design, addressing, and routing
M&C systems and SNMP architecture and Network Management Systems
Communications systems design and implementation
RF systems/SATCOM system design/implementation, modulation schemes/encoding skills
Understands spectrum management and planning
Preferred Qualifications:
Strong interpersonal and communications skills (oral and written)
Ability to effectively interact with management, technical resources, and sales personnel
Excellent organizational and team skills
Ability to read and interpret procedures, work instructions, schematics, diagrams, and assembly instructions.
Proficient with the use of hand and power tools and electrical/electronic test equipment.
Experience working in a military environment.
Excellent written and oral skills.
Ability to travel, interface directly with the customer, work independently or as part of a team, and provide written status to management.
Experience working in the field, independently as a Field Service Engineer or representative a plus.
Experience with MS Office products including Excel, Word, Access, Power Point, and Visio.
Cisco Certified Network Professional (CCNP) certification a plus
Experienced in proposal writing for responding to customer request for proposals preferred
EchoStar and its Affiliated Companies are committed to hiring and retaining a diverse workforce. We are an Equal Opportunity/Affirmative Action employer and will consider all qualified applicants for employment without regard to race, color, religion, gender, pregnancy, sex, sexual orientation, gender identity, national origin, age, genetic information, protected veteran status, disability, or any other basis protected by local, state, or federal law. U.S. Citizenship is required for certain positions. EEO is the law.",3.4,"Hughes Network
3.4","Gaithersburg, MD","Germantown, MD",1001 to 5000 employees,1971,Subsidiary or Business Segment,"Cable, Internet & Telephone Providers",Telecommunications,$100 to $500 million (USD),"Viasat, Gilat Satellite Networks, iDirect Technologies",0,0,89.0,109.0,99.0,"Hughes Network
", MD,0,49,0,0,0,0,0,0,1,0,0,1
